facility_code,name,zip,address,longitude,latitude,method,matching_level
A120034,医療法人社団　清美会　マリンクリニック,279-0012,千葉県浦安市入船４－１－１新浦安中央ビル２階,139.91670764,35.64936427,geocoding,
A120405,医療法人社団　博施会　新浦安いりふね内科,279-0012,千葉県浦安市入船４－５－５エスプラネード１Ｆ,139.91777145,35.64908375,geocoding,
A120191,医療法人社団　ちくま会　メディカルガーデン新浦安,279-0013,千葉県浦安市日の出１－１－２５,139.9212962,35.64872825,geocoding,
A120065,医療法人社団　新虎の門会　新浦安虎の門クリニック,279-0013,千葉県浦安市日の出２－１－５,139.92186835,35.64934764,geocoding,
A120393,医療法人社団　祐希会　おひさまクリニック,279-0014,千葉県浦安市明海４－１－１ニューコースト新浦安３階,139.92281574,35.6429094,geocoding,
A120394,医療法人社団やしの木会　浦安中央公園クリニック,279-0021,千葉県浦安市富岡３－２－６,139.90093692,35.64275639,geocoding,
A120266,医療法人社団　玲邦会　えとう医院,279-0023,千葉県浦安市高洲３－２－２,139.91454433,35.63809324,geocoding,
A120349,太田の里クリニック,279-0041,千葉県浦安市堀江１－１３－３３,139.89870046,35.65595512,geocoding,
A120011,医療法人社団　健勝会　浦安ふじみクリニック,279-0043,千葉県浦安市富士見２－１８－９,139.89026527,35.65072479,geocoding,
A120219,医療法人社団　大喜会　斉藤クリニック,283-0811,千葉県東金市台方２０５８－１,140.34502191,35.55586279,geocoding,
A120259,医療法人社団　下野医院,284-0005,千葉県四街道市四街道２－１７－１６,140.16010387,35.65976377,geocoding,
A120250,医療法人社団　樹德会　佐倉整形外科眼科病院,285-0817,千葉県佐倉市大崎台３－１１－１７,140.2213726,35.70679627,geocoding,
A120379,社会福祉法人　ユーカリ優都会　南ヶ丘病院,285-0841,千葉県佐倉市下志津２１８番地,140.1708416,35.71944294,geocoding,
A120220,医療法人社団　志津南クリニック,285-0844,千葉県佐倉市上志津原３６－５,140.14364411,35.70247399,geocoding,
A120384,医療法人社団新虎の門会　酒々井虎の門クリニック,285-0912,千葉県印旛郡酒々井町飯積２－８－９,140.2928639,35.70912611,geocoding,
A120002,医療法人社団　中島医院,286-0015,千葉県成田市中台６－２－１,140.29993234,35.78409228,geocoding,
A120036,医療法人社団　國手会藤倉クリニック,286-0028,千葉県成田市幸町４８３,140.31555313,35.78307306,geocoding,
A120246,京増内科クリニック,286-0033,千葉県成田市花崎町８４２－３,140.3153255,35.77894024,geocoding,
A120415,一般社団法人　晴天会　成田国際空港クリニック,286-0111,千葉県成田市三里塚御料牧場１－１,140.38446873,35.76511578,geocoding,
A120290,みやび内科クリニック,286-0202,千葉県富里市日吉倉５７２－２,140.3233389,35.76835556,geocoding,
A120137,坂本医院,287-0001,千葉県香取市佐原ロ２０２８－４３,140.49460989,35.90155395,geocoding,
A120130,日新外科胃腸科医院,287-0002,千葉県香取市北３－１３－１０,140.49719026,35.89557428,geocoding,
A120170,医療法人社団　彰考会　あいざわクリニック,287-0003,千葉県香取市佐原イ２４０３－１,140.50775859,35.88536232,geocoding,
A120373,医療法人社団　理正仁会　香取医院,287-0011,千葉県香取市津宮１２９５－１,140.5307557,35.89807771,geocoding,
A120177,吉野クリニック,288-0836,千葉県銚子市松岸町４－７７８－５１,140.79199832,35.74030494,geocoding,
A120144,小見川診療所,289-0302,千葉県香取市三ノ分目２５５－７,140.58391582,35.87665607,geocoding,
A120140,石橋医院,289-0313,千葉県香取市小見川５４８,140.60910578,35.85409826,geocoding,
A120162,宮内医院,289-0411,千葉県香取市府馬２８０５,140.60639357,35.80112524,geocoding,
A120236,医療法人社団　誠和会　長谷川病院,289-1103,千葉県八街市八街に８５,140.32522359,35.66235611,geocoding,
A120166,医療法人社団　愛聖会　八街こどもクリニック,289-1114,千葉県八街市東吉田５１７－５７,140.31040911,35.64814744,geocoding,
A120138,守　医院,289-2102,千葉県匝瑳市椿１２６８,140.59620965,35.71763309,geocoding,
A120145,医療法人三成会　佐藤クリニック,289-2144,千葉県匝瑳市八日市場イ２７３５－４,140.54340532,35.6981811,geocoding,
A120199,医療法人社団　ゆうきクリニック,289-2613,千葉県旭市後草３２８８－４,140.68398718,35.72303921,geocoding,
A120010,医療法人社団　裕人会　辰巳台クリニック,290-0003,千葉県市原市辰巳台東３－１５－２,140.15278363,35.51688539,geocoding,
A120067,西岡クリニック,290-0141,千葉県市原市ちはら台東１－２－１３,140.19132993,35.529687,geocoding,
A120168,桜井医院,292-0038,千葉県木更津市ほたる野１－２８－３,139.9641817,35.37288545,geocoding,
A120271,医療法人社団　松清医院,292-0042,千葉県木更津市清見台南１－９－６,139.9486288,35.38284814,geocoding,
A120262,医療法人社団　志成会　ロイヤルクリニック,292-0045,千葉県木更津市清見台３－６－５,139.94601252,35.37965966,geocoding,
A120269,医療法人社団明竹会　竹内基クリニック,292-0807,千葉県木更津市請西南４－２－９,139.94126136,35.35730986,geocoding,
A120175,社会医療法人社団さつき会　かずさアカデミアクリニック,292-0818,千葉県木更津市かずさ鎌足２－３－９,139.98929188,35.33475493,geocoding,
A120122,医療法人社団　三東会　竹内医院,293-0001,千葉県富津市大堀２－１４－１５,139.85480043,35.33269299,geocoding,
A120133,循環器科・内科たなかハートクリニック,293-0001,千葉県富津市大堀４－１－２４,139.84965369,35.3327846,geocoding,
A120299,医療法人社団　三友会　三枝病院,293-0012,千葉県富津市青木１６４１,139.84957064,35.32583288,geocoding,
A120381,社会福祉法人　太陽会　安房地域医療センター,294-0014,千葉県館山市山本１１５５,139.89165996,34.99991104,geocoding,6
A120359,医療法人社団　正仁会　鈴木内科クリニック,294-0036,千葉県館山市館山８０９－２,139.85749154,34.98316527,geocoding,
A120174,たてやま循環器内科外科,294-0045,千葉県館山市北条２４１６－３０,139.86144929,34.99738561,geocoding,
A120107,医療法人社団　桂　七浦診療所,295-0026,千葉県南房総市千倉町大川６３８,139.94530141,34.93194472,geocoding,
A120281,医療法人　社団　恵生会　三枝医院,297-0015,千葉県茂原市東部台２－２０－１,140.32227719,35.42144524,geocoding,
A120304,東部台医院,297-0015,千葉県茂原市東部台３－２１－６,140.32381314,35.420887,geocoding,
A120193,医療法人社団　さわしん会　富士見クリニック,297-0017,千葉県茂原市東郷２０００,140.31018668,35.43402654,geocoding,
A120294,医療法人社団　徳志会　宮本内科医院,297-0065,千葉県茂原市緑ケ丘４－３－３,140.260573,35.43926871,geocoding,
A120014,渡辺医院,297-0073,千葉県茂原市長尾２５９２,140.29864072,35.44944861,geocoding,
A120203,医療法人社団　慈協会　市原メディカルキュア,299-0111,千葉県市原市姉崎６５８,140.04543112,35.47898146,geocoding,
A120420,有秋台医院,299-0125,千葉県市原市有秋台西１－７,140.05197618,35.45200408,geocoding,5
A120092,医療法人社団石井会　石井内科小児科医院,299-0245,千葉県袖ケ浦市蔵波台４－１３－８,139.99596136,35.4418949,geocoding,
A120017,社会医療法人社団さつき会　袖ケ浦さつき台病院,299-0246,千葉県袖ケ浦市長浦駅前５－２１,140.00625515,35.44567561,geocoding,
A120003,医療法人社団　福徳会　福王台外科内科,299-0261,千葉県袖ケ浦市福王台１－１０－９,139.95865694,35.42842183,geocoding,
A120200,医療法人社団　美孝会　袖ケ浦医院,299-0263,千葉県袖ケ浦市奈良輪１－８－８,139.95718487,35.43051598,geocoding,
A120372,医療法人社団　仁治会　袖ヶ浦どんぐりクリニック,299-0269,千葉県袖ケ浦市袖ケ浦駅前１－３９－２,139.95642383,35.43347669,geocoding,
A120391,医療法人社団　周晴会　鈴木病院,299-1107,千葉県君津市上２３８,139.95495389,35.30686733,geocoding,
A120112,医療法人社団　君津あすなろ会　あすなろクリニック,299-1152,千葉県君津市久保１－２－２,139.89800764,35.33171894,geocoding,
A120023,医療法人社団　今城会　君津クリニック,299-1163,千葉県君津市杢師１－１－１,139.90829297,35.3277697,geocoding,
A120256,原田内科小児科医院,299-1607,千葉県富津市湊４９７－５,139.87468743,35.21887997,geocoding,
A120260,医療法人社団　優心会　生方内科クリニック,299-2403,千葉県南房総市富浦町原岡１３７－１,139.83804424,35.03982938,geocoding,
A120338,医療法人　美篶会　中原病院,299-2703,千葉県南房総市和田町仁我浦１９－１,140.01780783,35.03957683,geocoding,
A120324,医療法人社団　将恵会　鈴木クリニック,299-3203,千葉県大網白里市四天木乙２８２７－２１,140.41569037,35.48241188,geocoding,
A120332,医療法人社団　穣仁会　ますほ内科クリニック,299-3218,千葉県大網白里市北飯塚３４５－１,140.35031581,35.50740489,geocoding,
A120355,医療法人　勇優雅会　きららのくに　みどりが丘クリニック,299-3255,千葉県大網白里市みどりが丘３－１０－６,140.31551109,35.54170004,geocoding,
A120398,大多和医院,299-4205,千葉県長生郡白子町南日当８５１,140.36117176,35.45816404,geocoding,
A120196,医療法人社団　寿光会　岬病院,299-4504,千葉県いすみ市岬町桑田２５３１,140.3487341,35.30862384,geocoding,
A080023,田谷医院,300-0047,茨城県土浦市生田町３－２７,140.18896793,36.08237334,geocoding,
A080111,医療法人社団　浩栄会　荒川沖診療所,300-0873,茨城県土浦市荒川沖南区１０１,140.16026779,36.02971542,geocoding,
A080056,医療法人　鶴町会　つくば・土浦鶴町皮膚科クリニック,300-0874,茨城県土浦市荒川沖西１－１７－４,140.16234809,36.03411775,geocoding,
A080113,医療法人社団道淑会　高野医院,300-0874,茨城県土浦市荒川沖西２－１２－２,140.16189264,36.02941827,geocoding,
A080102,医療法人　なかの循環器クリニック,300-1234,茨城県牛久市中央１－２１－３,140.1433516,35.98145202,geocoding,
A080104,ことより医院,300-1234,茨城県牛久市中央５－１２－１７,140.14242683,35.97756369,geocoding,
A080105,医療法人緑東会　角崎クリニック,300-1415,茨城県稲敷市中山４３７７,140.28510524,35.90497263,geocoding,
A080050,桜が丘メルクリニック,300-1525,茨城県取手市桜が丘１－１７－１,140.12393633,35.90927104,geocoding,
A080053,柴原医院,300-2617,茨城県つくば市吉沼１１５１,140.01200455,36.14467109,geocoding,
A080132,医療法人　中川医院,300-3264,茨城県つくば市篠崎２２７２－１,140.0573701,36.13800918,geocoding,
A080062,木村クリニック,300-4204,茨城県つくば市作谷１１２５,140.04299802,36.18102021,geocoding,
A080114,仁保内科医院,300-4408,茨城県桜川市真壁町真壁４２５,140.10187748,36.27959738,geocoding,
A080032,明野中央医院,300-4517,茨城県筑西市海老ケ島９２６,140.04034562,36.24819384,geocoding,
A080026,医療法人社団　健幸福会　龍ヶ崎大徳ヘルシークリニック,301-0816,茨城県龍ケ崎市大徳町１２９８－３大徳ヘルシービル１Ｆ,140.20068152,35.90615274,geocoding,
A080115,医療法人社団　竹村医院,302-0005,茨城県取手市東１－２－１２,140.06654539,35.89004178,geocoding,
A080007,永瀬内科,302-0108,茨城県守谷市松並１５８０,139.99739386,35.95449324,geocoding,
A080031,医療法人社団健栄会　守谷駅前クリニック,302-0115,茨城県守谷市中央１－２３－１斎藤ビル５階,139.99000033,35.9515876,geocoding,
A080091,新守谷皮膚科クリニック,302-0118,茨城県守谷市立沢１４２－１６,139.97016332,35.95163105,geocoding,
A080070,川島クリニック,302-0128,茨城県守谷市けやき台６－１６－１４,139.99040676,35.93764448,geocoding,
A080137,医療法人笑顔会　しらさわ耳鼻咽喉科クリニック,303-0031,茨城県常総市水海道山田町１５４２－８,139.99131758,36.01593841,geocoding,
A080119,医療法人　光潤会　平間病院,304-0002,茨城県下妻市江２０５１,139.93389284,36.22744406,geocoding,6
A080013,医療法人（社）白峰会　とき田クリニック,304-0056,茨城県下妻市長塚２８－１,139.95315344,36.18179952,geocoding,
A080061,菊山胃腸科外科医院,304-0068,茨城県下妻市下妻丁８１－７,139.95913055,36.17769711,geocoding,
A080098,医療法人　倉田内科クリニック,305-0001,茨城県つくば市栗原３４４３,140.10686653,36.12209821,geocoding,
A080139,おおつか内科クリニック　消化器内科・腎臓内科,305-0045,茨城県つくば市梅園２－２０－９,140.13954666,36.05651973,geocoding,
A080057,宮川内科・胃腸科医院,305-0051,茨城県つくば市二の宮２－２－２６,140.11931169,36.06548516,geocoding,
A080030,医療法人　櫻坂　坂根Ｍクリニック,305-0056,茨城県つくば市松野木１６２－７,140.11468975,36.05942207,geocoding,
A080041,医療法人社団　池野医院,305-0074,茨城県つくば市高野台２－１６－８,140.12100456,36.02553237,geocoding,
A080145,医療法人社団ナイズ　キャップスクリニック　イーアスつくば,305-0817,茨城県つくば市研究学園５－１９イーアスつくばアウトモールＣ棟１Ｆ,140.08604366,36.08667956,geocoding,5
A080127,中嶋こどもクリニック,305-0822,茨城県つくば市苅間篠前１６２０－７,140.09617371,36.07745579,geocoding,
A080141,谷田部診療所,305-0861,茨城県つくば市谷田部６１２３－１,140.08174788,36.0394715,geocoding,
A080138,むらした内科クリニック,305-0883,茨城県つくば市みどりの東１２－７,140.06684234,36.01377734,geocoding,
A080019,医療法人　賢友会　長島外科,306-0023,茨城県古河市本町１－９－１５,139.70654302,36.19788751,geocoding,
A080063,岡田クリニック,306-0204,茨城県古河市下大野２８５４,139.74987646,36.18214599,geocoding,
A080086,医療法人　江東会　存身堂医院,306-0631,茨城県坂東市岩井３２９３,139.88458716,36.04919081,geocoding,
A080067,医療法人社団　エムアイ　いのもと整形外科,306-0632,茨城県坂東市辺田３１０－５２,139.90343875,36.03194307,geocoding,
A080094,医療法人　兼愛会　栗原胃腸科医院,307-0001,茨城県結城市大字結城３５４－３,139.87667735,36.30016695,geocoding,
A080124,医療法人　愛豊会　みずのクリニック,307-0021,茨城県結城市上山川５０４９－１４,139.85813226,36.27360549,geocoding,
A080033,野中医院,308-0843,茨城県筑西市野殿１５９５－２,139.97109429,36.27541963,geocoding,
A080016,佐藤医院,309-1611,茨城県笠間市笠間９８１－８,140.2567964,36.38368231,geocoding,
A080040,わたなべ整形外科,309-1703,茨城県笠間市鯉淵６２６６－１４０,140.32544482,36.34807161,geocoding,
A080143,ともべ内科クリニック,309-1705,茨城県笠間市東平３－１－２１,140.31605147,36.34966013,geocoding,6
A080042,山本内科小児科医院,309-1705,茨城県笠間市東平４－５－３４,140.3167404,36.34495796,geocoding,
A080100,いちょう坂クリニック,310-0011,茨城県水戸市三の丸１－４－７３水戸京成ビル１階,140.4756094,36.37355181,geocoding,
A080038,岩間東華堂クリニック,310-0026,茨城県水戸市泉町３－１－３０,140.4618101,36.37912044,geocoding,
A080144,医療法人社団心越会　岩間産婦人科,310-0053,茨城県水戸市末広町２－３－３８,140.4546159,36.39035553,geocoding,6
A080103,茨城保健生活協同組合　城南病院附属クリニック,310-0803,茨城県水戸市城南３－１５－８,140.4827036,36.3642724,geocoding,
A080142,医療法人誠順会　クリニック健康の杜,310-0851,茨城県水戸市千波町１２５０,140.46909906,36.36106419,geocoding,6
A080052,医療法人　坂本内科医院,310-0912,茨城県水戸市見川２－１９２－３,140.43542894,36.37306184,geocoding,
A080121,医療法人　大森医院,311-0502,茨城県常陸太田市徳田町４７４,140.47928069,36.78569463,geocoding,
A080083,医療法人社団　福寿会　飯島内科,311-2423,茨城県潮来市日の出８－１３－２,140.56322969,35.93455986,geocoding,
A080097,仲沢医院,311-2425,茨城県潮来市あやめ２－２６－１８,140.55195281,35.93813128,geocoding,
A080130,脳神経外科ブレインピア桜ヶ丘,311-3156,茨城県東茨城郡茨城町奥谷１０７６,140.41624829,36.28561998,geocoding,
A080125,つばさクリニック,311-3835,茨城県行方市島並１５１１,140.49120149,36.02453612,geocoding,
A080128,医療法人社団　愛友会　勝田病院,312-0011,茨城県ひたちなか市中根５１２５－２,140.54485309,36.38485203,geocoding,
A080060,医療法人　石岡ひかりクリニック,315-0031,茨城県石岡市東大橋１８９８－５,140.30531172,36.20216651,geocoding,
A080095,冨田産婦人科医院,315-0042,茨城県石岡市茨城３－５－３１,140.28494232,36.17785462,geocoding,
A080116,医療法人　高木医院,315-0053,茨城県かすみがうら市稲吉東１－１５－１,140.25294391,36.12600644,geocoding,
A080109,新島スカイクリニック,316-0036,茨城県日立市鮎川町３－１－２１,140.63944108,36.56418211,geocoding,
A080043,柴原皮膚科,317-0065,茨城県日立市助川町１－７－９,140.65154147,36.59861454,geocoding,
A080022,医療法人社団　久慈川会　西野医院,319-1231,茨城県日立市留町１１６６,140.59963691,36.4943915,geocoding,
A080021,緒川クリニック,319-2401,茨城県常陸大宮市上小瀬１４２６－１,140.32637594,36.60278057,geocoding,
A080122,医療法人　聖友会　慈泉堂病院,319-3526,茨城県久慈郡大子町大子８５６－１,140.35400421,36.76957624,geocoding,
A090022,金子耳鼻咽喉科クリニック,320-0041,栃木県宇都宮市松原２－３－１４,139.87193164,36.57172125,geocoding,
A090008,社会医療法人　中山会　宇都宮記念病院,320-0811,栃木県宇都宮市大通り１－３－１６,139.89133344,36.56057314,geocoding,
A090067,はま皮フ科クリニック,321-0138,栃木県宇都宮市兵庫塚３－２９－２８,139.85548359,36.49538725,geocoding,
A090063,医療法人社団　智栄会　福井セントラルクリニック,321-0202,栃木県下都賀郡壬生町おもちゃのまち２－４－８,139.83719175,36.46637919,geocoding,
A090059,医療法人社団　新生会　塩谷医院,321-0526,栃木県那須烏山市田野倉１８３,140.09348294,36.66052175,geocoding,
A090005,医療法人　北斗会　宇都宮東病院,321-0901,栃木県宇都宮市平出町３６８－８,139.94694997,36.57098507,geocoding,
A090041,いしだ整形外科,321-0912,栃木県宇都宮市石井町３２３６－１,139.92740079,36.53754865,geocoding,
A090038,医療法人道優会　橋壁皮膚科,321-0923,栃木県宇都宮市下栗町１５０５,139.89774256,36.53530339,geocoding,
A090031,医療法人社団　竹山会　青木医院,321-0954,栃木県宇都宮市元今泉１－３－１１,139.90226576,36.56231225,geocoding,
A090077,ほりえ医院,321-0962,栃木県宇都宮市今泉町４００－１,139.90443429,36.57300557,geocoding,6
A090035,双葉クリニック,321-0968,栃木県宇都宮市中今泉３－２８－１,139.90847573,36.5708004,geocoding,
A090036,医療法人社団　竹林クリニック,321-0974,栃木県宇都宮市竹林町８８８－１,139.89648478,36.57726874,geocoding,
A090026,小西医院,321-1432,栃木県日光市安川町８－２５,139.5962048,36.75349588,geocoding,
A090001,医療法人　宇都宮健康クリニック,321-2116,栃木県宇都宮市徳次郎町５－５,139.84781735,36.6304689,geocoding,
A090015,冨塚メディカルクリニック,321-2116,栃木県宇都宮市徳次郎町８８８,139.84064809,36.63932878,geocoding,
A090045,宇都宮東部クリニック,321-3223,栃木県宇都宮市清原台５－１４－１９,139.99599354,36.5518302,geocoding,
A090032,医療法人　富士見会　ミヤ健康クリニック,321-3226,栃木県宇都宮市ゆいの杜３－２－２３,139.98729912,36.57107492,geocoding,
A090061,医療法人社団　健暉会　清原診療所,321-3231,栃木県宇都宮市清原工業団地１５－１,139.983962,36.54700244,geocoding,
A090048,医療法人　真岡脳神経クリニック,321-4333,栃木県真岡市大谷本町３－２０,139.99702094,36.4321436,geocoding,
A090023,岡田・小松崎クリニック,321-4333,栃木県真岡市大谷本町７－１７,139.99663747,36.43684308,geocoding,
A090003,医療法人社団　福田会　福田記念病院,321-4355,栃木県真岡市上大沼１２７－１,139.95389995,36.43565561,geocoding,
A090046,いしい整形外科,323-0811,栃木県小山市犬塚１－２１－８,139.83161712,36.30757606,geocoding,
A090074,一般財団法人　日本健康管理協会　とちぎ健診プラザ,323-0823,栃木県小山市向原７７－３,139.82339842,36.29517419,geocoding,
A090076,医療法人桃源会　矢尾板クリニック,323-0827,栃木県小山市神鳥谷１７９９－１,139.79821727,36.28962393,geocoding,6
A090064,医療法人社団　亮仁会　那須中央病院　総合健診センター,324-0036,栃木県大田原市下石上１４５３,139.94761587,36.85508328,geocoding,6
A090040,医療法人　もみの木会　わたなベ整形外科,326-0025,栃木県足利市寿町９－２８,139.46668888,36.32496964,geocoding,
A090044,整形外科かないクリニック,326-0144,栃木県足利市葉鹿南町１３－９,139.38691568,36.35975352,geocoding,
A090039,医療法人　いぶき会　小倉医師会通りクリニック,327-0832,栃木県佐野市植上町１７５２－２,139.5795636,36.3039167,geocoding,
A090018,医療法人　野﨑医院,328-0016,栃木県栃木市入舟町１４－３,139.73101118,36.38188018,geocoding,
A090029,医療法人　中元内科医院,328-0027,栃木県栃木市今泉町２－１０－１８,139.74595648,36.38531914,geocoding,
A090053,医療法人杏仁会　海老原医院,329-0414,栃木県下野市小金井５－２６－１０,139.83932048,36.37487624,geocoding,6
A090060,医療法人　南河内診療所,329-0431,栃木県下野市薬師寺２４７２－１５,139.86541775,36.39153898,geocoding,
A090054,島田クリニック,329-0511,栃木県下野市石橋２３８－１,139.8674406,36.4363639,geocoding,
A090071,医療法人　遼朋会　せんば医院,329-0618,栃木県河内郡上三川町しらさぎ１－１９－８,139.90840069,36.44132566,geocoding,
A090068,医療法人　斎藤内科小児科医院,329-1104,栃木県宇都宮市下岡本町４５５６－５,139.9332802,36.59874224,geocoding,
A090006,医療法人薫会　菅又病院,329-1207,栃木県塩谷郡高根沢町大字花岡２３５１,140.0043639,36.65559747,geocoding,
A110113,医療法人　智健会　イーストメディカルクリニック,330-0055,埼玉県さいたま市浦和区東高砂町１１－１浦和パルコ７Ｆ,139.65913886,35.85873759,geocoding,
A110394,医療法人　川久保病院,330-0055,埼玉県さいたま市浦和区東高砂町２９－１８,139.66193858,35.8597125,geocoding,
A110339,医療法人社団由和会　楢原医院,330-0056,埼玉県さいたま市浦和区東仲町４－１７,139.65646676,35.86220374,geocoding,
A110147,馬場内科消化器科クリニック,330-0061,埼玉県さいたま市浦和区常盤１０－１０－１８　マスナガエンビル２Ｆ,139.64189833,35.87188827,geocoding,
A110419,医療法人社団　埼玉白報会　敬愛クリニック,330-0063,埼玉県さいたま市浦和区高砂２－５－１　ＫＯＭＯＮ　３階,139.65378386,35.85756257,geocoding,
A110353,医療法人　鎌田医院,330-0064,埼玉県さいたま市浦和区岸町４－２３－８,139.65569766,35.85509905,geocoding,
A110366,石川内科,330-0064,埼玉県さいたま市浦和区岸町４－２４－１２,139.655431,35.85556565,geocoding,
A110408,医療法人　宇治病院,330-0802,埼玉県さいたま市大宮区宮町２－９０,139.62872905,35.90993326,geocoding,
A110306,医療法人社団　双愛会　大宮双愛病院,330-0804,埼玉県さいたま市大宮区堀の内町２－１６０,139.63600904,35.9116943,geocoding,
A110194,医療法人社団　双愛会　双愛クリニック,330-0804,埼玉県さいたま市大宮区堀の内町２－１７３,139.63567296,35.91151099,geocoding,
A110488,医療法人清流会　ひかりクリニック新都心,330-0843,埼玉県さいたま市大宮区吉敷町４－２６２－８プリムローズセキグチ２Ｆ,139.63270121,35.89570478,geocoding,6
A110235,医療法人　インテグレス　大宮エヴァグリーンクリニック,330-0844,埼玉県さいたま市大宮区下町２－１６－１　アクロスビル３階,139.62784587,35.90395636,geocoding,
A110446,クリニックフォア大宮,330-0846,埼玉県さいたま市大宮区大門町２－１１８大宮門街４Ｆ,139.62728197,35.90744749,geocoding,
A110416,医療法人　誠光会　ひかりクリニック,330-0852,埼玉県さいたま市大宮区大成町３－３３９－２　光ビル,139.61576599,35.91875089,geocoding,
A110058,学校法人　呉竹学園　呉竹メディカルクリニック,330-0854,埼玉県さいたま市大宮区桜木町１－１８５－１,139.62213797,35.90317305,geocoding,
A110441,医療法人爽成会　さいたま泌尿器科クリニック,330-0854,埼玉県さいたま市大宮区桜木町１－２６６－１２－３階,139.62374062,35.90333694,geocoding,
A110380,医療法人社団コンパス　コンパス内科歯科クリニック大宮,330-0854,埼玉県さいたま市大宮区桜木町４－１９３－２,139.61582176,35.90550029,geocoding,
A110204,医療法人　よしわ会　さいたま新開橋クリニック,331-0046,埼玉県さいたま市西区宮前町４０８－１,139.59471479,35.92497421,geocoding,
A110347,けやき医院,331-0057,埼玉県さいたま市西区中野林６４３,139.58579395,35.89177392,geocoding,
A110159,大久保医院,331-0802,埼玉県さいたま市北区本郷町５０,139.62488149,35.93828954,geocoding,
A110333,石塚内科クリニック,331-0811,埼玉県さいたま市北区吉野町１－３７７－４,139.61083507,35.95130846,geocoding,
A110231,増田外科医院,331-0812,埼玉県さいたま市北区宮原町４－３９－５,139.61539316,35.94572649,geocoding,
A110210,むらのひがしクリニック,331-0815,埼玉県さいたま市北区大成町４－３１８－３,139.61338,35.92221965,geocoding,
A110428,医療法人ヘブロン会　大宮中央総合病院,331-8711,埼玉県さいたま市北区東大成町１－２２７,139.6210961,35.92078406,geocoding,
A110108,医療法人社団慈心一会　末広整形,332-0006,埼玉県川口市末広３－４－２８,139.74096133,35.80644606,geocoding,
A110062,医療法人社団　令成会　川口パークタワークリニック,332-0016,埼玉県川口市幸町１－７－１川口パークタワー２Ｆ,139.72279638,35.80492326,geocoding,
A110490,きむら内科外科クリニック,332-0035,埼玉県川口市西青木１－２１－１９,139.71044714,35.81501591,geocoding,6
A110205,医療法人　社団創友会　丸山クリニック,333-0806,埼玉県川口市戸塚境町３５－１０フォルテシモ１階,139.75685261,35.86154169,geocoding,
A110449,医療法人社団ナイズ　キャップスクリニック川口,333-0834,埼玉県川口市安行領根岸３１８０イオンモール川口３Ｆ,139.72358966,35.83781857,geocoding,
A110345,鹿島診療所,333-0834,埼玉県川口市安行領根岸９０４－１,139.71091808,35.85065844,geocoding,
A110481,みらいメディカルクリニック川口中央,333-0835,埼玉県川口市道合９２４,139.72183375,35.85000597,geocoding,6
A110492,医療法人成秋会　井本医院,333-0844,埼玉県川口市上青木２－４９－６,139.72518734,35.82406756,geocoding,6
A110123,医療法人久恩会　下条医院,333-0847,埼玉県川口市芝中田１－３０－８,139.69905598,35.83081628,geocoding,
A110126,小谷場クリニック,333-0857,埼玉県川口市大字小谷場４４０－１,139.68080148,35.8441034,geocoding,6
A110374,小谷野医院,334-0001,埼玉県川口市桜町２－５－１９,139.73897445,35.83881592,geocoding,
A110189,医療法人　あかつき会　はとがや病院,334-0003,埼玉県川口市坂下町４－１６－２６,139.73828056,35.82561776,geocoding,
A110391,フクダクリニック,334-0013,埼玉県川口市南鳩ヶ谷１－９－６,139.7393334,35.82038251,geocoding,
A110270,今野医院,334-0013,埼玉県川口市南鳩ヶ谷７－２７－１５,139.73066469,35.82322057,geocoding,
A110473,医療法人社団三松会　さいぐさクリニック,334-0055,埼玉県川口市安行小山４８７－５,139.77621819,35.83454067,geocoding,6
A110105,医療法人社団　氷室医院,334-0062,埼玉県川口市榛松２－６－８,139.7746991,35.82307326,geocoding,
A110175,社会医療法人社団　大成会　武南病院附属クリニック,334-0063,埼玉県川口市東本郷１４３２,139.76029777,35.8265716,geocoding,
A110268,医療法人　治水会　斎藤クリニック,335-0004,埼玉県蕨市中央３－１９－１４,139.68606005,35.82598619,geocoding,
A110076,医療法人　寺田会　おくだ整形外科内科,335-0004,埼玉県蕨市中央３－３－１５－２Ｆ,139.68790986,35.82714439,geocoding,
A110265,医療法人社団　美草会　菊地医院,335-0005,埼玉県蕨市錦町２－２０－１２,139.66906994,35.82420834,geocoding,
A110378,あしやハートクリニック,335-0011,埼玉県戸田市下戸田１－１８－２－２Ｆ,139.68424384,35.81277702,geocoding,
A110036,戸田おおたクリニック,335-0013,埼玉県戸田市喜沢１－１８－８まるたけビル１Ｆ,139.69687884,35.81354654,geocoding,
A110437,医療法人　翔誠会　もとはしクリニック,335-0014,埼玉県戸田市喜沢南２－７－１４,139.69045722,35.80652269,geocoding,
A110421,医療法人　翔誠会　ふくだ内科,335-0015,埼玉県戸田市川岸２－７－３０,139.68403276,35.80522563,geocoding,
A110303,医療法人社団　祥里会　大島内科クリニック,335-0022,埼玉県戸田市上戸田２－１－１５,139.68093854,35.81628469,geocoding,
A110397,医療法人社団　東光会　戸田中央総合健康管理センター,335-0022,埼玉県戸田市上戸田２－３２－２０,139.67841657,35.81610407,geocoding,6
A110321,かずまこどもクリニック,335-0022,埼玉県戸田市上戸田８４－２アンレーヴ戸田１０１,139.67345583,35.81960343,geocoding,
